N,종목명,현재가,전일비,등락률,액면가,매출액,자산총계,영업이익
638.0,백산,8300.0,200.0,-2.35%,500.0,4759.0,3389.0,503.0
639.0,예스코홀딩스,31700.0,50.0,-0.16%,5000.0,14715.0,14914.0,3.0
640.0,진흥기업,1307.0,27.0,-2.02%,500.0,6289.0,4517.0,507.0
641.0,KODEX 미국나스닥100레버리지(합성 H),7185.0,5.0,+0.07%,0.0,,,
642.0,신한서부티엔디리츠,3360.0,30.0,-0.88%,1000.0,149.0,5809.0,94.0
643.0,KOSEF 인도Nifty50(합성),19680.0,50.0,-0.25%,0.0,,,
644.0,TIGER 헬스케어,26320.0,120.0,+0.46%,0.0,,,
645.0,태림포장,2635.0,20.0,-0.75%,500.0,7840.0,6512.0,309.0
646.0,KODEX 골드선물(H),12430.0,10.0,-0.08%,0.0,,,
647.0,HANARO MSCI Korea TR,14575.0,115.0,-0.78%,0.0,,,
648.0,우진,9030.0,240.0,-2.59%,500.0,1241.0,2271.0,119.0
649.0,ACE 미국30년국채액티브(H),9590.0,20.0,-0.21%,0.0,,,
650.0,대성산업,4035.0,5.0,-0.12%,5000.0,18713.0,18246.0,483.0
651.0,금호에이치티,927.0,45.0,+5.10%,500.0,2778.0,4266.0,93.0
652.0,에이블씨엔씨,6960.0,260.0,-3.60%,500.0,2479.0,1954.0,100.0
653.0,유니온머티리얼,4295.0,225.0,+5.53%,500.0,1261.0,2042.0,8.0
654.0,SNT에너지,23950.0,250.0,-1.03%,500.0,2029.0,4298.0,36.0
655.0,진양홀딩스,3215.0,40.0,-1.23%,500.0,2346.0,5971.0,52.0
656.0,동아지질,12750.0,300.0,-2.30%,500.0,2663.0,3723.0,-306.0
657.0,디와이파워,16190.0,80.0,+0.50%,500.0,4190.0,3275.0,270.0
658.0,현대리바트,8690.0,50.0,-0.57%,1000.0,14957.0,8542.0,-279.0
659.0,CJ제일제당 우,133100.0,2700.0,-1.99%,5000.0,,,
660.0,광전자,3040.0,35.0,+1.16%,500.0,1522.0,2479.0,58.0
661.0,한국패러랠,2200.0,5.0,+0.23%,0.0,,,
662.0,KOSEF 단기자금,103130.0,15.0,+0.01%,0.0,,,
663.0,ACE 23-12 회사채(AA-이상)액티브,104060.0,5.0,0.00%,0.0,,,
664.0,KBSTAR 2차전지액티브,13440.0,215.0,+1.63%,0.0,,,
665.0,해태제과식품,5980.0,40.0,-0.66%,500.0,5903.0,6913.0,232.0
666.0,삼성 인버스 2X 코스닥150 선물 ETN,8705.0,135.0,-1.53%,0.0,,,
667.0,NH투자증권우,9200.0,30.0,-0.33%,5000.0,,,
668.0,삼화페인트,6380.0,140.0,-2.15%,500.0,6460.0,5872.0,199.0
669.0,태경케미컬,14890.0,20.0,-0.13%,500.0,596.0,1674.0,104.0
670.0,DB금융투자,4050.0,10.0,-0.25%,5000.0,12232.0,97574.0,238.0
671.0,신한 인버스0.5X S&P500 VIX S/T선물 ETN,28480.0,0.0,0.00%,0.0,,,
672.0,이지스밸류리츠,4620.0,25.0,-0.54%,1000.0,434.0,5332.0,323.0
673.0,한국주철관,7420.0,130.0,-1.72%,500.0,4843.0,4246.0,140.0
674.0,한신기계,5190.0,180.0,-3.35%,500.0,560.0,1157.0,-41.0
675.0,샘표,58500.0,2500.0,-4.10%,1000.0,3718.0,4659.0,103.0
676.0,노루페인트,8380.0,180.0,-2.10%,500.0,7533.0,6682.0,261.0
677.0,TIGER 여행레저,3860.0,15.0,+0.39%,0.0,,,
678.0,KODEX CD금리액티브(합성),1003690.0,100.0,+0.01%,0.0,,,
679.0,ARIRANG 고배당주,11105.0,75.0,-0.67%,0.0,,,
680.0,TIGER Fn메타버스,8830.0,85.0,-0.95%,0.0,,,
681.0,경보제약,6950.0,120.0,-1.70%,500.0,1963.0,2405.0,14.0
682.0,디와이,6280.0,90.0,-1.41%,500.0,10948.0,8611.0,329.0
683.0,무학,5780.0,30.0,+0.52%,200.0,1528.0,6057.0,156.0
684.0,TIGER 글로벌4차산업혁신기술(합성 H),16085.0,40.0,-0.25%,0.0,,,
685.0,동일산업,67600.0,7900.0,-10.46%,5000.0,4981.0,4994.0,226.0
686.0,인스코비,1433.0,28.0,-1.92%,500.0,767.0,1012.0,-14.0
687.0,KODEX 장기종합채권(AA-이상)액티브KAP,87605.0,440.0,-0.50%,0.0,,,
688.0,동아타이어,11830.0,20.0,-0.17%,500.0,2057.0,4744.0,224.0
689.0,TIGER 차이나과창판STAR50(합성),7295.0,65.0,-0.88%,0.0,,,
690.0,TIGER 글로벌메타버스액티브,7480.0,5.0,-0.07%,0.0,,,
691.0,이구산업,4785.0,180.0,+3.91%,500.0,4296.0,3372.0,137.0
692.0,동부건설,6990.0,110.0,-1.55%,5000.0,14612.0,15817.0,413.0
693.0,한컴라이프케어,5760.0,180.0,-3.03%,200.0,1001.0,2080.0,-13.0
694.0,ARIRANG 코스피TR,13655.0,90.0,-0.65%,0.0,,,
695.0,신세계푸드,41050.0,650.0,-1.56%,5000.0,14113.0,9039.0,206.0
696.0,신라교역,9890.0,110.0,-1.10%,500.0,4326.0,7164.0,145.0
697.0,유수홀딩스,6070.0,40.0,-0.65%,2500.0,5576.0,5249.0,296.0
698.0,태영건설,4060.0,20.0,-0.49%,500.0,26051.0,43233.0,915.0
699.0,한국내화,3845.0,60.0,+1.59%,500.0,3588.0,3260.0,105.0
700.0,아남전자,2045.0,10.0,-0.49%,500.0,4804.0,2708.0,206.0
701.0,대구백화점,14500.0,320.0,-2.16%,5000.0,759.0,4703.0,-163.0
702.0,KBSTAR iSelect메타버스,7305.0,75.0,-1.02%,0.0,,,
703.0,휴비스,4515.0,130.0,-2.80%,5000.0,10217.0,7938.0,-830.0
704.0,동성제약,5950.0,100.0,-1.65%,1000.0,933.0,1077.0,-31.0
705.0,인지컨트롤스,9810.0,140.0,-1.41%,500.0,5700.0,6069.0,171.0
706.0,성안,2300.0,40.0,+1.77%,500.0,725.0,1239.0,-15.0
707.0,만호제강,37250.0,250.0,+0.68%,1000.0,2537.0,2570.0,2.0
708.0,벽산,2250.0,30.0,-1.32%,500.0,5199.0,6018.0,188.0
709.0,KODEX TRF3070,11220.0,10.0,-0.09%,0.0,,,
710.0,수산중공업,2825.0,45.0,-1.57%,500.0,2863.0,2617.0,226.0
711.0,ACE 중국본토CSI300,24800.0,200.0,-0.80%,0.0,,,
712.0,KTcs,3560.0,90.0,-2.47%,500.0,10295.0,4161.0,243.0
713.0,ACE 24-12 회사채(AA-이상)액티브,105955.0,50.0,-0.05%,0.0,,,
714.0,삼성물산우B,92800.0,1600.0,-1.69%,100.0,,,
715.0,컨버즈,4100.0,0.0,0.00%,500.0,288.0,330.0,-48.0
716.0,삼양통상,50300.0,300.0,-0.59%,5000.0,1788.0,4575.0,164.0
717.0,KODEX 차이나항셍테크,5780.0,65.0,-1.11%,0.0,,,
718.0,팜스코,4075.0,105.0,-2.51%,500.0,19015.0,12232.0,188.0
719.0,신원,1457.0,9.0,-0.61%,500.0,9954.0,5101.0,334.0
720.0,삼영,4385.0,20.0,-0.45%,500.0,1477.0,1358.0,10.0
721.0,계룡건설,16690.0,20.0,+0.12%,5000.0,29497.0,25600.0,1328.0
722.0,황금에스티,8760.0,170.0,+1.98%,500.0,3334.0,4819.0,465.0
723.0,사조동아원,1053.0,3.0,-0.28%,500.0,6316.0,4817.0,153.0
724.0,토니모리,6170.0,220.0,+3.70%,200.0,1267.0,1991.0,-73.0
725.0,강남제비스코,22750.0,150.0,-0.66%,1000.0,6732.0,9578.0,44.0
726.0,키움 INDXX 미국테크탑10 ETN,14785.0,5.0,-0.03%,0.0,,,
727.0,삼화전기,22350.0,350.0,+1.59%,1000.0,2391.0,1391.0,136.0
728.0,성창기업지주,2115.0,30.0,-1.40%,500.0,2275.0,8203.0,-115.0
729.0,효성ITX,12720.0,130.0,-1.01%,500.0,5113.0,1768.0,223.0
730.0,동원금속,3140.0,10.0,-0.32%,500.0,5386.0,4879.0,356.0
731.0,용평리조트,3050.0,35.0,-1.13%,5000.0,1433.0,8683.0,16.0
732.0,씨아이테크,2965.0,545.0,+22.52%,500.0,567.0,947.0,6.0
733.0,웰바이오텍,1895.0,37.0,+1.99%,500.0,1909.0,602.0,26.0
734.0,아시아나IDT,13140.0,70.0,+0.54%,500.0,1814.0,2056.0,102.0
735.0,KODEX 국고채30년액티브,97335.0,585.0,-0.60%,0.0,,,
736.0,대영포장,1336.0,5.0,-0.37%,500.0,3026.0,2474.0,119.0
737.0,샘표식품,31650.0,1350.0,-4.09%,500.0,3712.0,3503.0,111.0
738.0,KODEX 미국S&P500선물(H),20995.0,5.0,+0.02%,0.0,,,
739.0,TIGER 미국MSCI리츠(합성 H),12280.0,5.0,+0.04%,0.0,,,
740.0,NH올원리츠,3390.0,50.0,-1.45%,500.0,218.0,6957.0,124.0
741.0,대양금속,3850.0,130.0,+3.49%,500.0,2550.0,4009.0,137.0
742.0,HDC현대EP,4440.0,85.0,-1.88%,500.0,10459.0,6033.0,204.0
743.0,미원화학,64400.0,200.0,-0.31%,1000.0,2352.0,1479.0,190.0
744.0,TRUE 레버리지 나스닥 100 ETN,28300.0,150.0,+0.53%,0.0,,,
745.0,대한화섬,106500.0,100.0,+0.09%,5000.0,1509.0,8368.0,64.0
746.0,TIGER 국고채30년스트립액티브,44745.0,185.0,-0.41%,0.0,,,
747.0,디씨엠,12260.0,20.0,+0.16%,500.0,2406.0,3070.0,245.0
748.0,SK이노베이션우,111900.0,100.0,+0.09%,5000.0,,,
749.0,노루홀딩스,10470.0,40.0,-0.38%,500.0,10379.0,11720.0,300.0
750.0,아모레G3우(전환),19620.0,290.0,-1.46%,500.0,,,
751.0,KBSTAR 코스피,26670.0,90.0,-0.34%,0.0,,,
752.0,씨티알모빌리티,16080.0,130.0,-0.80%,500.0,4231.0,2974.0,-7.0
753.0,유화증권,2440.0,15.0,-0.61%,1000.0,221.0,6893.0,-29.0
754.0,세아특수강,16100.0,120.0,-0.74%,5000.0,10744.0,6902.0,288.0
755.0,대창,1510.0,20.0,+1.34%,500.0,14413.0,8402.0,91.0
756.0,KODEX 삼성그룹밸류,9205.0,45.0,-0.49%,0.0,,,
757.0,TIGER 투자등급회사채액티브,103895.0,45.0,-0.04%,0.0,,,
758.0,극동유화,3880.0,65.0,-1.65%,500.0,12425.0,3531.0,306.0
759.0,조선선재,107300.0,2400.0,-2.19%,500.0,670.0,1451.0,94.0
760.0,신흥,14200.0,40.0,-0.28%,500.0,1182.0,1406.0,105.0
761.0,동남합성,38500.0,200.0,-0.52%,500.0,1934.0,921.0,135.0
762.0,신일전자,1895.0,2.0,+0.11%,500.0,2027.0,1529.0,28.0
763.0,삼원강재,3365.0,15.0,+0.45%,500.0,3641.0,2937.0,165.0
764.0,삼성 레버리지 천연가스 선물 ETN B,1580.0,70.0,+4.64%,0.0,,,
765.0,두올,4040.0,55.0,-1.34%,2500.0,5660.0,4622.0,133.0
766.0,종근당바이오,24150.0,0.0,0.00%,2500.0,1560.0,3126.0,-148.0
767.0,KODEX 배당가치,12335.0,95.0,-0.76%,0.0,,,
768.0,TRUE 레버리지 천연가스 선물 ETN B,26370.0,1180.0,+4.68%,0.0,,,
769.0,KCTC,4375.0,195.0,+4.67%,500.0,9204.0,6301.0,375.0
770.0,신한 블룸버그 2X 천연가스 선물 ETN,26250.0,1245.0,+4.98%,0.0,,,
771.0,TIGER 미국S&P500TR(H),10910.0,10.0,-0.09%,0.0,,,
772.0,한솔홀딩스,3110.0,30.0,-0.96%,1000.0,4672.0,7233.0,191.0
773.0,가온전선,20500.0,550.0,-2.61%,5000.0,14165.0,7523.0,285.0
774.0,TRUE 코스피 양매도 5% OTM ETN,8690.0,0.0,0.00%,0.0,,,
775.0,한국석유,10240.0,120.0,-1.16%,500.0,7479.0,3471.0,180.0
776.0,미래에셋 S&P -2X 천연가스 선물 ETN(H),51670.0,2050.0,-3.82%,0.0,,,
777.0,대유플러스,1049.0,0.0,0.00%,500.0,5367.0,5432.0,222.0
778.0,KB 블룸버그 인버스2X 천연가스선물 ETN(H),51575.0,2570.0,-4.75%,0.0,,,
779.0,신한 블룸버그 -2X 천연가스 선물 ETN(H),51500.0,2770.0,-5.10%,0.0,,,
780.0,미래에셋 코스피 양매도 5% OTM ETN,8385.0,0.0,0.00%,0.0,,,
781.0,현대약품,3915.0,80.0,-2.00%,500.0,1627.0,1812.0,80.0
782.0,CJ씨푸드,3480.0,160.0,-4.40%,500.0,1527.0,1434.0,41.0
783.0,대신증권2우B,12490.0,90.0,-0.72%,5000.0,,,
784.0,HANARO 200TR,42300.0,335.0,-0.79%,0.0,,,
785.0,KTOP K200액티브,10615.0,95.0,-0.89%,0.0,,,
786.0,신송홀딩스,10480.0,450.0,-4.12%,500.0,2094.0,2424.0,86.0
787.0,KODEX 미국나스닥100선물(H),18570.0,10.0,-0.05%,0.0,,,
788.0,동양철관,1034.0,7.0,-0.67%,500.0,2662.0,1825.0,77.0
789.0,ACE 테슬라밸류체인액티브,13810.0,65.0,-0.47%,0.0,,,
790.0,KBSTAR 코스닥150,13645.0,115.0,+0.85%,0.0,,,
791.0,한국공항,38600.0,450.0,+1.18%,5000.0,4005.0,4211.0,26.0
792.0,광명전기,2810.0,70.0,-2.43%,500.0,1382.0,1722.0,46.0
793.0,TIGER 미국채10년선물,11380.0,15.0,-0.13%,0.0,,,
794.0,한국특강,2005.0,10.0,-0.50%,500.0,7959.0,5498.0,307.0
795.0,KODEX 국채선물10년,63370.0,215.0,-0.34%,0.0,,,
796.0,조흥,201500.0,0.0,0.00%,5000.0,3240.0,4338.0,150.0
797.0,TRUE 레버리지 S&P500 선물 ETN(H),24060.0,5.0,-0.02%,0.0,,,
798.0,ARIRANG KOFR금리,101100.0,10.0,+0.01%,0.0,,,
799.0,KBSTAR 코스닥150선물레버리지,12605.0,165.0,+1.33%,0.0,,,
800.0,경동도시가스,20300.0,0.0,0.00%,2500.0,23049.0,10676.0,253.0
801.0,삼일제약,7910.0,730.0,-8.45%,500.0,1797.0,3567.0,40.0
802.0,KBSTAR 비메모리반도체액티브,10235.0,110.0,-1.06%,0.0,,,
803.0,인팩,11830.0,580.0,+5.16%,500.0,5122.0,4112.0,208.0
804.0,한국무브넥스,3885.0,25.0,+0.65%,1000.0,13714.0,7994.0,370.0
805.0,KODEX 바이오,7695.0,60.0,+0.79%,0.0,,,
806.0,KBSTAR 대형고배당10TR,16515.0,125.0,-0.75%,0.0,,,
807.0,미창석유,67200.0,200.0,+0.30%,5000.0,4188.0,3573.0,440.0
808.0,일성건설,2160.0,35.0,-1.59%,500.0,4626.0,4133.0,27.0
809.0,한국화장품제조,25650.0,350.0,+1.38%,500.0,1039.0,827.0,43.0
810.0,방림,2740.0,90.0,-3.18%,500.0,1558.0,2652.0,21.0
811.0,대원화성,2800.0,150.0,+5.66%,500.0,1468.0,1309.0,-74.0
812.0,유니켐,1346.0,0.0,0.00%,500.0,1204.0,4349.0,33.0
813.0,한국수출포장,2875.0,25.0,+0.88%,500.0,3414.0,3455.0,257.0
814.0,TIGER 코스피,26635.0,170.0,-0.63%,0.0,,,
815.0,크라운제과,9010.0,170.0,-1.85%,200.0,4136.0,3302.0,176.0
816.0,KTis,3235.0,90.0,-2.71%,500.0,5358.0,3962.0,195.0
817.0,TIGER 200선물인버스2X,2670.0,45.0,+1.71%,0.0,,,
818.0,인천도시가스,25600.0,150.0,-0.58%,5000.0,7285.0,4231.0,81.0
819.0,두산퓨얼셀1우,8350.0,280.0,-3.24%,100.0,,,
820.0,한양증권,8760.0,100.0,-1.13%,5000.0,11171.0,15029.0,372.0
821.0,현대코퍼레이션홀딩스,12220.0,40.0,-0.33%,5000.0,1643.0,2961.0,143.0
822.0,미래산업,24300.0,1100.0,-4.33%,500.0,562.0,1344.0,80.0
823.0,웅진,1385.0,19.0,-1.35%,500.0,10498.0,10944.0,423.0
824.0,DRB동일,5530.0,90.0,-1.60%,500.0,6618.0,9452.0,121.0
825.0,세이브존I&C,2680.0,25.0,-0.92%,1000.0,1194.0,5736.0,92.0
826.0,유니온,7000.0,560.0,+8.70%,500.0,2350.0,3761.0,29.0
827.0,삼익악기,1207.0,3.0,-0.25%,500.0,3257.0,5216.0,116.0
828.0,한진중공업홀딩스,3675.0,50.0,-1.34%,5000.0,14401.0,19960.0,371.0
829.0,TIGER 종합채권(AA-이상)액티브,50075.0,35.0,-0.07%,0.0,,,
830.0,SG세계물산,535.0,13.0,-2.37%,500.0,1613.0,3038.0,72.0
831.0,KODEX 인도Nifty50,10825.0,60.0,-0.55%,0.0,,,
832.0,이지스레지던스리츠,3810.0,10.0,-0.26%,1000.0,664.0,3538.0,654.0
833.0,KODEX 헬스케어,11610.0,85.0,+0.74%,0.0,,,
834.0,TIGER 코스닥150,14120.0,85.0,+0.61%,0.0,,,
835.0,KBSTAR 25-11 회사채(AA-이상)액티브,52240.0,65.0,-0.12%,0.0,,,
836.0,TIGER 미디어컨텐츠,7220.0,60.0,-0.82%,0.0,,,
837.0,동방,2225.0,80.0,-3.47%,1000.0,7585.0,5680.0,276.0
838.0,에이플러스에셋,4695.0,80.0,+1.73%,500.0,2707.0,3453.0,14.0
839.0,KODEX 미국달러선물,11895.0,20.0,-0.17%,0.0,,,
840.0,모나리자,2880.0,30.0,-1.03%,500.0,1209.0,978.0,29.0
841.0,ACE 국고채10년,86530.0,335.0,-0.39%,0.0,,,
842.0,화승코퍼레이션,2090.0,5.0,-0.24%,500.0,15854.0,11772.0,432.0
843.0,히어로즈 단기채권ESG액티브,102735.0,0.0,0.00%,0.0,,,
844.0,다이나믹디자인,6010.0,400.0,+7.13%,500.0,582.0,978.0,-72.0
845.0,고려산업,4115.0,0.0,0.00%,1000.0,2784.0,2747.0,44.0
846.0,엔에이치스팩19호,10000.0,10.0,+0.10%,500.0,0.0,1167.0,-1.0
847.0,콤텍시스템,847.0,7.0,+0.83%,500.0,7098.0,5584.0,159.0
848.0,화성산업,9990.0,180.0,-1.77%,5000.0,6457.0,7461.0,145.0
849.0,지투알,6100.0,170.0,-2.71%,1000.0,5304.0,5448.0,248.0
850.0,메리츠 KIS CD금리투자 ETN,50490.0,5.0,+0.01%,0.0,,,
851.0,QV KIS CD금리투자 ETN,50475.0,0.0,0.00%,0.0,,,
852.0,한국화장품,6270.0,160.0,-2.49%,500.0,660.0,439.0,0.0
853.0,일동홀딩스,8690.0,60.0,-0.69%,1000.0,6755.0,8626.0,-984.0
854.0,기신정기,3430.0,10.0,+0.29%,500.0,1444.0,2651.0,64.0
855.0,무림페이퍼,2400.0,30.0,-1.23%,2500.0,13991.0,24291.0,963.0
856.0,일신석재,1289.0,23.0,-1.75%,500.0,1377.0,1162.0,39.0
857.0,HL D&I,2630.0,50.0,-1.87%,5000.0,14721.0,16674.0,526.0
858.0,KODEX 차이나CSI300,11455.0,85.0,-0.74%,0.0,,,
859.0,삼화전자,8120.0,390.0,+5.05%,1000.0,483.0,687.0,-43.0
860.0,SOL 반도체소부장Fn,11975.0,130.0,-1.07%,0.0,,,
861.0,CJ우,43400.0,750.0,-1.70%,5000.0,,,
862.0,플레이그램,764.0,4.0,-0.52%,100.0,1313.0,3036.0,-69.0
863.0,미래에셋글로벌리츠,3330.0,10.0,-0.30%,1000.0,136.0,3401.0,40.0
864.0,TIGER 중국소비테마,6310.0,45.0,-0.71%,0.0,,,
865.0,지엠비코리아,5070.0,30.0,-0.59%,500.0,6105.0,5508.0,111.0
866.0,동일고무벨트,6920.0,160.0,-2.26%,500.0,3904.0,3812.0,81.0
867.0,보락,1604.0,13.0,-0.80%,200.0,484.0,609.0,33.0
868.0,한신공영,8290.0,200.0,-2.36%,5000.0,12216.0,23494.0,394.0
869.0,남광토건,9750.0,250.0,-2.50%,5000.0,4504.0,3459.0,111.0
870.0,미래에셋 인버스 2X 코스닥150 선물 ETN,8710.0,130.0,-1.47%,0.0,,,
871.0,KBSTAR Fn5G테크,9810.0,95.0,-0.96%,0.0,,,
872.0,동방아그로,7000.0,30.0,+0.43%,500.0,1467.0,2165.0,93.0
873.0,대현,2125.0,40.0,-1.85%,500.0,3193.0,2976.0,302.0
874.0,마니커,1480.0,50.0,-3.27%,500.0,3206.0,1746.0,-70.0
875.0,신영와코루,10440.0,40.0,-0.38%,500.0,2014.0,4258.0,66.0
876.0,TRUE 블룸버그 인버스 2X 천연가스선물 ETN,46925.0,2180.0,-4.44%,0.0,,,
877.0,깨끗한나라,2520.0,30.0,-1.18%,1000.0,6065.0,6610.0,38.0
878.0,화천기계,4255.0,125.0,+3.03%,500.0,1897.0,1614.0,13.0
879.0,삼성공조,11440.0,10.0,+0.09%,500.0,957.0,3087.0,87.0
880.0,신한 레버리지 코스닥 150 선물 ETN,37120.0,575.0,+1.57%,0.0,,,
881.0,다스코,4740.0,100.0,-2.07%,500.0,3785.0,3461.0,115.0
882.0,삼호개발,3665.0,10.0,-0.27%,500.0,3075.0,2824.0,45.0
883.0,팜젠사이언스,5770.0,120.0,-2.04%,500.0,1509.0,3174.0,75.0
884.0,크라운해태홀딩스,6130.0,70.0,-1.13%,500.0,9791.0,11538.0,384.0
885.0,유니드비티플러스,8570.0,430.0,+5.28%,1000.0,292.0,2136.0,14.0
886.0,TIGER 미국나스닥100커버드콜(합성),10075.0,15.0,-0.15%,0.0,,,
887.0,KODEX WTI원유선물(H),12900.0,120.0,+0.94%,0.0,,,
888.0,금비,89600.0,2200.0,-2.40%,5000.0,2350.0,3073.0,0.0
889.0,한일철강,3350.0,65.0,-1.90%,500.0,2552.0,3392.0,40.0
890.0,코스맥스비티아이,9290.0,60.0,-0.64%,500.0,6174.0,9361.0,34.0
891.0,KODEX 2차전지핵심소재10 Fn,11145.0,255.0,+2.34%,0.0,,,
892.0,HANARO 200 TOP10,8555.0,60.0,-0.70%,0.0,,,
893.0,평화산업,1609.0,3.0,-0.19%,500.0,5199.0,2366.0,57.0
894.0,텔코웨어,9100.0,20.0,+0.22%,500.0,426.0,1321.0,29.0
895.0,하이스틸,4370.0,145.0,-3.21%,500.0,3164.0,2925.0,169.0
896.0,SOL 국고채10년,103080.0,355.0,-0.34%,0.0,,,
897.0,국제약품,4140.0,35.0,-0.84%,1000.0,1266.0,1366.0,53.0
898.0,KODEX 미국반도체MV,13680.0,30.0,-0.22%,0.0,,,
899.0,유유제약,5080.0,30.0,+0.59%,1000.0,1389.0,1952.0,-6.0
900.0,새론오토모티브,4550.0,25.0,-0.55%,500.0,1380.0,2562.0,-31.0
901.0,TRUE 인버스 2X 코스닥 150 선물 ETN,8735.0,125.0,-1.41%,0.0,,,
902.0,조광페인트,6810.0,40.0,-0.58%,500.0,2605.0,3861.0,-16.0
903.0,화승알앤에이,4565.0,125.0,-2.67%,500.0,6579.0,4226.0,155.0
904.0,ACE G2전기차&자율주행액티브,9410.0,65.0,-0.69%,0.0,,,
905.0,국보,7100.0,40.0,-0.56%,5000.0,1023.0,1100.0,-140.0
906.0,이건산업,7880.0,130.0,-1.62%,5000.0,3293.0,4428.0,193.0
907.0,대원전선,1199.0,36.0,-2.91%,500.0,5624.0,2460.0,13.0
908.0,호전실업,8840.0,10.0,-0.11%,500.0,4800.0,3161.0,406.0
909.0,마스턴프리미어리츠,3240.0,10.0,-0.31%,1000.0,21.0,1793.0,1.0
910.0,KC그린홀딩스,3825.0,85.0,-2.17%,500.0,7112.0,7929.0,136.0
911.0,태평양물산,1763.0,14.0,-0.79%,500.0,10846.0,7212.0,684.0
912.0,한솔홈데코,1063.0,18.0,-1.67%,1000.0,2834.0,3195.0,27.0
913.0,KODEX 미국메타버스나스닥액티브,8155.0,25.0,-0.31%,0.0,,,
914.0,TIGER 차이나CSI300레버리지(합성),17055.0,280.0,-1.62%,0.0,,,
915.0,신한 인버스 2X WTI원유 선물 ETN(H),135.0,0.0,0.00%,0.0,,,
916.0,TIGER KRX바이오K-뉴딜,5765.0,30.0,+0.52%,0.0,,,
917.0,세원정공,8530.0,70.0,-0.81%,500.0,1152.0,6288.0,-109.0
918.0,남성,2355.0,85.0,-3.48%,500.0,981.0,2712.0,25.0
919.0,ACE 미국고배당S&P,10395.0,30.0,-0.29%,0.0,,,
920.0,대한방직,16050.0,2650.0,-14.17%,1000.0,1915.0,2106.0,-39.0
921.0,상상인증권,785.0,7.0,+0.90%,1000.0,511.0,5981.0,-8.0
922.0,사조씨푸드,4930.0,130.0,-2.57%,1000.0,2011.0,3507.0,136.0
923.0,화천기공,38450.0,750.0,-1.91%,5000.0,2441.0,4740.0,82.0
924.0,TIGER 인도니프티50,10610.0,30.0,-0.28%,0.0,,,
925.0,TIGER 미국필라델피아반도체레버리지(합성),13365.0,5.0,+0.04%,0.0,,,
926.0,KH 필룩스,442.0,0.0,0.00%,500.0,1643.0,12460.0,-214.0
927.0,한세엠케이,2785.0,15.0,+0.54%,500.0,2715.0,2248.0,-211.0
928.0,상신브레이크,3880.0,35.0,-0.89%,500.0,4890.0,5436.0,141.0
929.0,휴니드,5900.0,140.0,-2.32%,5000.0,2225.0,3041.0,127.0
930.0,TIGER 미국다우존스30,22100.0,60.0,-0.27%,0.0,,,
931.0,오리엔트바이오,700.0,1.0,-0.14%,500.0,288.0,811.0,15.0
932.0,대우부품,1738.0,20.0,-1.14%,500.0,1005.0,912.0,-58.0
933.0,보해양조,595.0,9.0,-1.49%,500.0,909.0,1474.0,1.0
934.0,명문제약,2435.0,25.0,-1.02%,500.0,1521.0,2304.0,64.0
935.0,엔케이,1030.0,14.0,-1.34%,500.0,767.0,1857.0,9.0
936.0,ACE 글로벌반도체TOP4 Plus SOLACTIVE,15115.0,120.0,-0.79%,0.0,,,
937.0,유성기업,3160.0,50.0,-1.56%,500.0,2968.0,4270.0,67.0
938.0,KODEX 200IT TR,12795.0,105.0,-0.81%,0.0,,,
939.0,써니전자,2350.0,30.0,-1.26%,500.0,174.0,765.0,17.0
940.0,KC코트렐,2250.0,35.0,-1.53%,500.0,4216.0,3235.0,36.0
941.0,NH프라임리츠,4360.0,5.0,+0.11%,500.0,76.0,998.0,73.0
942.0,제일연마,8130.0,320.0,-3.79%,500.0,834.0,1041.0,51.0
943.0,DSR,5070.0,30.0,-0.59%,500.0,3675.0,3647.0,358.0
944.0,우진플라임,4055.0,535.0,+15.20%,500.0,2546.0,2852.0,226.0
945.0,TIGER 일본엔선물,8700.0,20.0,-0.23%,0.0,,,
946.0,대호에이엘,1338.0,12.0,-0.89%,500.0,1740.0,1570.0,93.0
947.0,한창제지,1351.0,1.0,+0.07%,500.0,2149.0,2831.0,13.0
948.0,TIGER 200 중공업,3915.0,45.0,+1.16%,0.0,,,
949.0,SH에너지화학,723.0,21.0,-2.82%,500.0,1674.0,1242.0,8.0
950.0,진양산업,6180.0,180.0,-2.83%,500.0,837.0,827.0,53.0
951.0,인디에프,1136.0,7.0,-0.61%,500.0,1353.0,1197.0,-130.0
952.0,한화솔루션우,31050.0,150.0,-0.48%,5000.0,,,
953.0,ARIRANG 신흥국MSCI(합성 H),9225.0,125.0,+1.37%,0.0,,,
954.0,혜인,6240.0,90.0,-1.42%,500.0,1780.0,2405.0,27.0
955.0,부산산업,75100.0,3100.0,-3.96%,5000.0,1526.0,1347.0,53.0
956.0,TIGER 200선물레버리지,13000.0,200.0,-1.52%,0.0,,,
957.0,서울식품,211.0,1.0,-0.47%,100.0,643.0,709.0,13.0
958.0,조비,15220.0,290.0,-1.87%,5000.0,1486.0,1300.0,119.0
959.0,사조오양,8370.0,40.0,-0.48%,5000.0,3691.0,3432.0,102.0
960.0,KODEX 한국대만IT프리미어,19235.0,195.0,-1.00%,0.0,,,
961.0,대유에이텍,678.0,4.0,-0.59%,500.0,14040.0,13752.0,-320.0
962.0,화인베스틸,2600.0,10.0,-0.38%,500.0,1396.0,1796.0,7.0
